titels,prices,size,url,main_category,sub_category,sub_sub_category,color,image_color,description,thumbnail,color_gallery_images,marka,all_category,seller_name,seller_logo,seller_rataings,seller_followers,seller_rewards,unit,min_purchase_qty,barcode,refundable,video_url,discount_date_from,discount_date_to,discount_percentage,stock,unique_sku,meta_description,meta_title,status
"['SerraTrend Yuvarlak Burun  Klasik Topuklu Ayakkabı 7281-71 ', 'SerraTrend Kadın Siyah Sansage Yuvarlak Burun Klasik Topuklu Ayakkabı 7281-71 ']","['106.99', '106.99']","[['36'], ['36']]",https://www.trendyol.com/serratrend/yuvarlak-burun-klasik-topuklu-ayakkabi-p-83096007,Women,Shoes,Heels,"['Süet', 'Rugan']","['image14794.webp', 'image14795.webp']","SerraTrend Yuvarlak Burun  Klasik Topuklu Ayakkabı<br>Zamansız tasarımı, dengeli topuk yapısı, ayağınızı rahat ettirecek iç tabanı, uzun süreli kullanımlarda topuğunuzu koruyacak özel dikişleri ile ofis şıklığından özel organizasyonlara vazgeçilmeziniz olacak, topuk boyu 5 cm dir.<br>Bu üründen en fazla 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.<br>Kampanya fiyatından satılmak üzere 10 adetten fazla stok sunulmuştur.<br>İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.<br>Listelenen fiyat 31 Mayıs 2022 tarihine kadar geçerlidir.<br>Bir ürün, birden fazla satıcı tarafından satılabilir. Birden fazla satıcı tarafından satışa sunulan ürünlerin satıcıları ürün için belirledikleri fiyata, satıcı puanlarına, teslimat statülerine, ürünlerdeki promosyonlara, kargonun bedava olup olmamasına ve ürünlerin hızlı teslimat ile teslim edilip edilememesine, ürünlerin stok ve kategorileri bilgilerine göre sıralanmaktadır.<br>","['image14796.webp', 'image14797.webp']","[['image14798.webp', 'image14799.webp'], ['image14800.webp', 'image14801.webp', 'image14802.webp', 'image14803.webp']]",Hey Sey,"['Anasayfa', 'Kadın', 'Ayakkabı', 'Topuklu Ayakkabı', 'Klasik Topuklu Ayakkabı']",Hey Sey,https://cdn.dsmcdn.com/seller-store/uploads/493189/012679af-46b2-469d-ad33-14d229b5beb9.jpeg,9.3,,[],Piece,1,,0,,,,0,100,,,,1
"['Rimex Kadın Taşlı Platform Topuklu Ayakkabı Rm0036 RM0036 ', 'Rimex Kadın Siyah Taşlı Platform Topuklu Ayakkabı Rm0036 RM0036 ', 'Rimex Kadın Gri Taşlı Platform Topuklu Ayakkabı Rm0036 RM0036 ']","['179.99', '179.99', '179.99']","[['35', '36', '37', '38'], ['35', '36', '37', '38', '39'], ['35', '36', '37', '38', '39']]",https://www.trendyol.com/rimex/kadin-tasli-platform-topuklu-ayakkabi-rm0036-p-239773932,Women,Shoes,Heels,"['Gümüş-Beyaz', 'Siyah', 'Gri']","['image14804.webp', 'image14805.webp', 'image14806.webp']","Rimex Kadın Taşlı Platform Topuklu Ayakkabı Rm0036<br>Kadın Taşlı Platform Topuklu Ayakkabı, Topuk Boyu:10 cm Platform Boyu: 3 cm Materyal: Deri. Kadın Taşlı Platform Topuklu Ayakkabı Kullanımı ,Şık duruşu ve ayağı yormayan rahat yapısıyla özel günlerinizde stilinizi ortaya koyacak bir ürün. Her türlü davet, toplantı veya günlük kullanımda rahatlıkla tercih edilebilir. Kalıp Bilgisi: Standart Kadın Taşlı Platform Topuklu Ayakkabı Türkiye'de Üretilmiştir. % 100 Türk Malı.<br>Bu üründen en fazla 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.<br>Kampanya fiyatından satılmak üzere 5 adetten az stok bulunmaktadır.<br>İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.<br>Bir ürün, birden fazla satıcı tarafından satılabilir. Birden fazla satıcı tarafından satışa sunulan ürünlerin satıcıları ürün için belirledikleri fiyata, satıcı puanlarına, teslimat statülerine, ürünlerdeki promosyonlara, kargonun bedava olup olmamasına ve ürünlerin hızlı teslimat ile teslim edilip edilememesine, ürünlerin stok ve kategorileri bilgilerine göre sıralanmaktadır.<br>","['image14807.webp', 'image14808.webp', 'image14809.webp']","[['image14810.webp', 'image14811.webp', 'image14812.webp', 'image14813.webp', 'image14814.webp'], ['image14815.webp', 'image14816.webp', 'image14817.webp', 'image14818.webp', 'image14819.webp'], ['image14820.webp', 'image14821.webp', 'image14822.webp', 'image14823.webp', 'image14824.webp']]",Rimex,"['Anasayfa', 'Kadın', 'Ayakkabı', 'Topuklu Ayakkabı', 'Klasik Topuklu Ayakkabı']",Rimex,https://cdn.dsmcdn.com/seller-store/uploads/458155/ae2591b4-4714-4f73-ab14-72dd18a555da.jpeg,9.3,5.0B Takipçi,[],Piece,1,,0,,,,0,100,,,,1
"['Fox Shoes Sarı Kadın Topuklu Ayakkabı H922741009 ', 'Fox Shoes Kırmızı Kadın Topuklu Ayakkabı H922741009 ', 'Fox Shoes Taba Kadın Topuklu Ayakkabı H922741009 ', 'Fox Shoes Beyaz Kadın Topuklu Ayakkabı H922741009 ', 'Fox Shoes Ten Kadın Topuklu Ayakkabı H922741009 ', 'Fox Shoes Siyah Kadın Topuklu Ayakkabı H922741009 ']","['299.99', '299.99', '299.99', '299.99', '299.99', '299.99']","[['37', '38'], ['37', '38', '39'], ['36', '37', '38', '39', '40'], ['37', '38', '39', '40'], ['40', '37', '38', '39'], ['37', '38', '39', '40']]",https://www.trendyol.com/fox-shoes/sari-kadin-topuklu-ayakkabi-h922741009-p-42584231,Women,Shoes,Heels,"['Sarı', 'Kırmızı', 'Taba', 'Beyaz', 'Ten', 'Siyah']","['image14825.webp', 'image14826.webp', 'image14827.webp', 'image14828.webp', 'image14829.webp', 'image14830.webp']","Fox Shoes Sarı Kadın Topuklu Ayakkabı H922741009<br>Malzeme:Suni Deri Taban: Neolit Topuk Yüksekliği: 8 cm Ürünlerimiz Türkiye'de üretilmektedir.<br>Bu üründen en fazla 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.<br>Kampanya fiyatından satılmak üzere 5 adetten az stok bulunmaktadır.<br>İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.<br>Bir ürün, birden fazla satıcı tarafından satılabilir. Birden fazla satıcı tarafından satışa sunulan ürünlerin satıcıları ürün için belirledikleri fiyata, satıcı puanlarına, teslimat statülerine, ürünlerdeki promosyonlara, kargonun bedava olup olmamasına ve ürünlerin hızlı teslimat ile teslim edilip edilememesine, ürünlerin stok ve kategorileri bilgilerine göre sıralanmaktadır.<br>","['image14831.webp', 'image14832.webp', 'image14833.webp', 'image14834.webp', 'image14835.webp', 'image14836.webp']","[['image14837.webp', 'image14838.webp', 'image14839.webp', 'image14840.webp'], ['image14841.webp', 'image14842.webp', 'image14843.webp', 'image14844.webp'], ['image14845.webp', 'image14846.webp', 'image14847.webp', 'image14848.webp'], ['image14849.webp', 'image14850.webp', 'image14851.webp', 'image14852.webp', 'image14853.webp', 'image14854.webp', 'image14855.webp', 'image14856.webp'], ['image14857.webp', 'image14858.webp', 'image14859.webp', 'image14860.webp'], ['image14861.webp', 'image14862.webp', 'image14863.webp', 'image14864.webp', 'image14865.webp', 'image14866.webp']]",Fox Shoes,"['Anasayfa', 'Kadın', 'Ayakkabı', 'Topuklu Ayakkabı', 'Klasik Topuklu Ayakkabı', 'Fox Shoes Klasik Topuklu Ayakkabı']",Fox,https://cdn.dsmcdn.com/seller-store/uploads/107292/b0c8870d-52db-497d-9204-f82c78589cfb.jpeg,9.4,32.0B Takipçi,['https://cdn.dsmcdn.com/seller-store/resources/hizli-satici.svg'],Piece,1,,0,,,,0,100,,,,1
"['Bambi Yeşil Kadın Klasik Topuklu Ayakkabı K015275210 ', 'Bambi Nude Kadın Klasik Topuklu Ayakkabı K015275210 ', 'Bambi Siyah Kadın Klasik Topuklu Ayakkabı K015275210 ']","['341.01', '341.01', '341.01']","[['36', '37', '38', '39', '40'], ['36', '37', '38', '39', '40'], ['36', '37', '38', '39', '40']]",https://www.trendyol.com/bambi/yesil-kadin-klasik-topuklu-ayakkabi-k015275210-p-290292603,Women,Shoes,Heels,"['Yeşil', 'Nude', 'Siyah']","['image14867.webp', 'image14868.webp', 'image14869.webp']","Bambi Yeşil Kadın Klasik Topuklu Ayakkabı K015275210<br>Mal Cinsi : Suni Deri<br>Bu üründen en fazla 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.<br>Kampanya fiyatından satılmak üzere 5 adetten az stok bulunmaktadır.<br>İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.<br>Bir ürün, birden fazla satıcı tarafından satılabilir. Birden fazla satıcı tarafından satışa sunulan ürünlerin satıcıları ürün için belirledikleri fiyata, satıcı puanlarına, teslimat statülerine, ürünlerdeki promosyonlara, kargonun bedava olup olmamasına ve ürünlerin hızlı teslimat ile teslim edilip edilememesine, ürünlerin stok ve kategorileri bilgilerine göre sıralanmaktadır.<br>","['image14870.webp', 'image14871.webp', 'image14872.webp']","[['image14873.webp', 'image14874.webp', 'image14875.webp', 'image14876.webp', 'image14877.webp', 'image14878.webp', 'image14879.webp'], ['image14880.webp', 'image14881.webp', 'image14882.webp', 'image14883.webp', 'image14884.webp', 'image14885.webp'], ['image14886.webp', 'image14887.webp', 'image14888.webp', 'image14889.webp', 'image14890.webp', 'image14891.webp']]",Bambi,"['Anasayfa', 'Kadın', 'Ayakkabı', 'Topuklu Ayakkabı', 'Klasik Topuklu Ayakkabı', 'Bambi Klasik Topuklu Ayakkabı']",Bambi Magazacılık,https://cdn.dsmcdn.com/seller-store/uploads/361012/f18ff972-d973-4c5a-bfea-35b78bb4bf3a.webp,9.2,22.8B Takipçi,['https://cdn.dsmcdn.com/seller-store/resources/resmi_satici.svg'],Piece,1,,0,,,,0,100,,,,1
['Deripabuc Hakiki Deri Siyah Kadın Topuklu Deri Ayakkabı Trc-1070 TRC-1070 '],['371.99'],"[['36', '37', '38', '39', '40', '41', '42']]",https://www.trendyol.com/deripabuc/hakiki-deri-siyah-kadin-topuklu-deri-ayakkabi-trc-1070-p-458184,Women,Shoes,Heels,[],[],"Deripabuc Hakiki Deri Siyah Kadın Topuklu Deri Ayakkabı Trc-1070<br>Dışı ve içi hakiki deri, mostra pedli hakiki deri,jurdan taban,topuk hakiki deri kaplama,topuk boyu 6.5 cm,Türkiye'de üretilmiştir. Ayak sağlığınız için HAKİKİ DERİ ürünler tercih ediniz.<br>Bu üründen en fazla 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.<br>Kampanya fiyatından satılmak üzere 10 adetten fazla stok sunulmuştur.<br>İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.<br>Bir ürün, birden fazla satıcı tarafından satılabilir. Birden fazla satıcı tarafından satışa sunulan ürünlerin satıcıları ürün için belirledikleri fiyata, satıcı puanlarına, teslimat statülerine, ürünlerdeki promosyonlara, kargonun bedava olup olmamasına ve ürünlerin hızlı teslimat ile teslim edilip edilememesine, ürünlerin stok ve kategorileri bilgilerine göre sıralanmaktadır.<br>",['image14892.webp'],"[['image14893.webp', 'image14894.webp', 'image14895.webp', 'image14896.webp', 'image14897.webp', 'image14898.webp', 'image14899.webp', 'image14900.webp', 'image14901.webp', 'image14902.webp']]",Deripabuc,"['Anasayfa', 'Kadın', 'Ayakkabı', 'Topuklu Ayakkabı', 'Klasik Topuklu Ayakkabı', 'Deripabuc Klasik Topuklu Ayakkabı']",Deripabuc,https://cdn.dsmcdn.com/seller-store/uploads/4216/3c52e09c-0b0f-4e05-a812-06df63fab058.webp,8.6,46.6B Takipçi,[],Piece,1,,0,,,,0,100,,,,1
"['Bambi Nude Kadın Klasik Topuklu Ayakkabı K01894630809 ', 'Bambi Beyaz Kadın Klasik Topuklu Ayakkabı K01894630809 ', 'Bambi Siyah Kadın Klasik Topuklu Ayakkabı K01894630809 ']","['306.33', '306.33', '306.33']","[['39', '40'], ['39', '40'], ['39', '40']]",https://www.trendyol.com/bambi/nude-kadin-klasik-topuklu-ayakkabi-k01894630809-p-105657531,Women,Shoes,Heels,"['Nude', 'Beyaz', 'Siyah']","['image14903.webp', 'image14904.webp', 'image14905.webp']","Bambi Nude Kadın Klasik Topuklu Ayakkabı K01894630809<br>11 cm Suni Deri<br>Bu üründen en fazla 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.<br>Kampanya fiyatından satılmak üzere 5 adetten az stok bulunmaktadır.<br>İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.<br>Bir ürün, birden fazla satıcı tarafından satılabilir. Birden fazla satıcı tarafından satışa sunulan ürünlerin satıcıları ürün için belirledikleri fiyata, satıcı puanlarına, teslimat statülerine, ürünlerdeki promosyonlara, kargonun bedava olup olmamasına ve ürünlerin hızlı teslimat ile teslim edilip edilememesine, ürünlerin stok ve kategorileri bilgilerine göre sıralanmaktadır.<br>","['image14906.webp', 'image14907.webp', 'image14908.webp']","[['image14909.webp', 'image14910.webp', 'image14911.webp', 'image14912.webp', 'image14913.webp', 'image14914.webp'], ['image14915.webp', 'image14916.webp', 'image14917.webp', 'image14918.webp', 'image14919.webp', 'image14920.webp'], ['image14921.webp', 'image14922.webp', 'image14923.webp', 'image14924.webp', 'image14925.webp', 'image14926.webp']]",Bambi,"['Anasayfa', 'Kadın', 'Ayakkabı', 'Topuklu Ayakkabı', 'Klasik Topuklu Ayakkabı', 'Bambi Klasik Topuklu Ayakkabı']",BAMBİ,https://cdn.dsmcdn.com/seller-store/uploads/218/7fe0784e-bb5f-475d-a05c-96d74cd1c027.webp,8.8,147.3B Takipçi,['https://cdn.dsmcdn.com/seller-store/resources/resmi_satici.svg'],Piece,1,,0,,,,0,100,,,,1
"['Capone Outfitters Capone Sivri Burunlu Burnu Kapalı Şeffaf Taşlı Bantlı Saten Kısa Topuklu Kadın Terlik 176-194-STN-01-00000 ', 'Capone Outfitters Capone Sivri Burunlu Burnu Kapalı Şeffaf Taşlı Bantlı Saten Kısa Topuklu Kadın Terlik 176-194-STN-01-00000 ', 'Capone Outfitters Capone Sivri Burunlu Burnu Kapalı Şeffaf Taşlı Bantlı Saten Kısa Topuklu Kadın Terlik 176-194-STN-01-00000 ', 'Capone Outfitters Capone Sivri Burunlu Burnu Kapalı Şeffaf Taşlı Bantlı Saten Kısa Topuklu Kadın Terlik 176-194-STN-01-00000 ', 'Capone Outfitters Capone Sivri Burunlu Burnu Kapalı Şeffaf Taşlı Bantlı Saten Kısa Topuklu Kadın Terlik 176-194-STN-01-00000 ', 'Capone Outfitters Capone Sivri Burunlu Burnu Kapalı Şeffaf Taşlı Bantlı Saten Kısa Topuklu Kadın Terlik 176-194-STN-01-00000 ']","['469.99', '469.99', '469.99', '469.99', '469.99', '469.99']","[['37', '38', '39', '40', '41'], ['38', '39'], ['37', '38', '39', '40'], ['38', '39', '40'], ['37', '38', '39', '40', '41'], ['38', '39']]",https://www.trendyol.com/capone-outfitters/capone-sivri-burunlu-burnu-kapali-seffaf-tasli-bantli-saten-kisa-topuklu-kadin-terlik-p-273778404,Women,Shoes,Heels,"['Bej', 'Bakır', 'Fuşya', 'Kırmızı', 'Gül Kurusu', 'Siyah']","['image14927.webp', 'image14928.webp', 'image14929.webp', 'image14930.webp', 'image14931.webp', 'image14932.webp']","Capone Outfitters Capone Sivri Burunlu Burnu Kapalı Şeffaf Taşlı Bantlı Saten Kısa Topuklu Kadın Terlik<br>Üretim Yeri: Türkiye<br>Topuk Boyu: 2.5 cm<br>Materyal: 1.Sınıf Suni Deri<br>Taban: Tpu<br>Bu üründen en fazla 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.<br>Kampanya fiyatından satılmak üzere 5 adetten az stok bulunmaktadır.<br>İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.<br>Bir ürün, birden fazla satıcı tarafından satılabilir. Birden fazla satıcı tarafından satışa sunulan ürünlerin satıcıları ürün için belirledikleri fiyata, satıcı puanlarına, teslimat statülerine, ürünlerdeki promosyonlara, kargonun bedava olup olmamasına ve ürünlerin hızlı teslimat ile teslim edilip edilememesine, ürünlerin stok ve kategorileri bilgilerine göre sıralanmaktadır.<br>","['image14933.webp', 'image14934.webp', 'image14935.webp', 'image14936.webp', 'image14937.webp', 'image14938.webp']","[['image14939.webp', 'image14940.webp', 'image14941.webp', 'image14942.webp', 'image14943.webp', 'image14944.webp', 'image14945.webp', 'image14946.webp', 'image14947.webp'], ['image14948.webp', 'image14949.webp', 'image14950.webp', 'image14951.webp', 'image14952.webp', 'image14953.webp', 'image14954.webp', 'image14955.webp', 'image14956.webp'], ['image14957.webp', 'image14958.webp', 'image14959.webp', 'image14960.webp', 'image14961.webp', 'image14962.webp', 'image14963.webp', 'image14964.webp', 'image14965.webp'], ['image14966.webp', 'image14967.webp', 'image14968.webp', 'image14969.webp', 'image14970.webp', 'image14971.webp', 'image14972.webp', 'image14973.webp', 'image14974.webp'], ['image14975.webp', 'image14976.webp', 'image14977.webp', 'image14978.webp', 'image14979.webp', 'image14980.webp', 'image14981.webp', 'image14982.webp', 'image14983.webp'], ['image14984.webp', 'image14985.webp', 'image14986.webp', 'image14987.webp', 'image14988.webp', 'image14989.webp', 'image14990.webp', 'image14991.webp', 'image14992.webp', 'image14993.webp']]",Capone Store,"['Anasayfa', 'Kadın', 'Ayakkabı', 'Topuklu Ayakkabı', 'Abiye Ayakkabı']",Capone Store,https://cdn.dsmcdn.com/seller-store/uploads/186466/1b1b3977-d4d5-4eb1-8db8-30d72bba340b.webp,9,55.2B Takipçi,[],Piece,1,,0,,,,0,100,,,,1
['İnci Incı Buss.sz 1fx Kadın Topuklu Sandalet BUSS.SZ 1FX '],['439.99'],"[['39', '37', '40', '38']]",https://www.trendyol.com/inci/inci-buss-sz-1fx-kadin-topuklu-sandalet-p-98271083,Women,Shoes,Heels,[],[],"İnci Incı Buss.sz 1fx Kadın Topuklu Sandalet<br>Malzeme: DERI(SUET)Sezon: 2021 YazMenşei: Türkiye Cinsiyet:Kadın<br>Bu üründen en fazla 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.<br>Kampanya fiyatından satılmak üzere 10 adetten fazla stok sunulmuştur.<br>İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.<br>Bir ürün, birden fazla satıcı tarafından satılabilir. Birden fazla satıcı tarafından satışa sunulan ürünlerin satıcıları ürün için belirledikleri fiyata, satıcı puanlarına, teslimat statülerine, ürünlerdeki promosyonlara, kargonun bedava olup olmamasına ve ürünlerin hızlı teslimat ile teslim edilip edilememesine, ürünlerin stok ve kategorileri bilgilerine göre sıralanmaktadır.<br>",['image14994.webp'],"[['image14995.webp', 'image14996.webp', 'image14997.webp', 'image14998.webp', 'image14999.webp', 'image15000.webp', 'image15001.webp', 'image15002.webp', 'image15003.webp', 'image15004.webp']]",İnci,"['Anasayfa', 'Kadın', 'Ayakkabı', 'Topuklu Ayakkabı', 'Klasik Topuklu Ayakkabı', 'İnci Klasik Topuklu Ayakkabı']",FLO,https://cdn.dsmcdn.com/seller-store/uploads/1024/a0aa26bc-1fcd-40f9-ac5e-5dc61c058876.jpeg,8,270.5B Takipçi,['https://cdn.dsmcdn.com/seller-store/resources/resmi_satici.svg'],Piece,1,,0,,,,0,100,,,,1
"['LİLLA AYAKKABI Yüksek Topuk Kadın Abiye Sedef Rengi Ayakkabı lıl-1532 ', 'LİLLA AYAKKABI Yüksek Topuk Kadın Abiye Altın Rengi Ayakkabı lıl-1532 ', 'LİLLA AYAKKABI Yüksek Topuk Kadın Abiye Platin Rengi Ayakkabı lıl-1532 ', 'LİLLA AYAKKABI Yüksek Topuk Kadın Abiye Siyah Rengi Ayakkabı lıl-1532 ', 'LİLLA AYAKKABI Yüksek Topuk Kadın Abiye Gümüş Rengi Ayakkabı lıl-1532 ']","['259.90', '246.90', '246.90', '259.90', '246.90']","[['37', '39'], ['35', '37', '38'], ['35', '36', '39'], ['35', '38', '39'], ['35', '36', '37', '38', '39']]",https://www.trendyol.com/lilla-ayakkabi/yuksek-topuk-kadin-abiye-sedef-rengi-ayakkabi-p-134174212,Women,Shoes,Heels,"['sedef', 'altın', 'platin', 'siyah', 'gümüş çupra']","['image15005.webp', 'image15006.webp', 'image15007.webp', 'image15008.webp', 'image15009.webp']","LİLLA AYAKKABI Yüksek Topuk Kadın Abiye Sedef Rengi Ayakkabı<br>Bu üründen en fazla 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.<br>Kampanya fiyatından satılmak üzere 5 adetten az stok bulunmaktadır.<br>İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.<br>Bu ürün indirim kampanyasına dahil değildir.<br>Bir ürün, birden fazla satıcı tarafından satılabilir. Birden fazla satıcı tarafından satışa sunulan ürünlerin satıcıları ürün için belirledikleri fiyata, satıcı puanlarına, teslimat statülerine, ürünlerdeki promosyonlara, kargonun bedava olup olmamasına ve ürünlerin hızlı teslimat ile teslim edilip edilememesine, ürünlerin stok ve kategorileri bilgilerine göre sıralanmaktadır.<br>","['image15010.webp', 'image15011.webp', 'image15012.webp', 'image15013.webp', 'image15014.webp']","[['image15015.webp', 'image15016.webp', 'image15017.webp', 'image15018.webp', 'image15019.webp', 'image15020.webp', 'image15021.webp'], ['image15022.webp', 'image15023.webp', 'image15024.webp', 'image15025.webp', 'image15026.webp', 'image15027.webp', 'image15028.webp'], ['image15029.webp', 'image15030.webp', 'image15031.webp', 'image15032.webp', 'image15033.webp', 'image15034.webp', 'image15035.webp'], ['image15036.webp', 'image15037.webp', 'image15038.webp', 'image15039.webp', 'image15040.webp', 'image15041.webp', 'image15042.webp'], ['image15043.webp', 'image15044.webp', 'image15045.webp', 'image15046.webp', 'image15047.webp', 'image15048.webp', 'image15049.webp']]",LİLLA ayakkabı,"['Anasayfa', 'Kadın', 'Ayakkabı', 'Topuklu Ayakkabı', 'Abiye Ayakkabı']",LİLLA ayakkabı,https://cdn.dsmcdn.com/seller-store/uploads/286127/a64c2ecd-e365-47dd-8c8e-2bd3be166989.jpeg,8.3,2.6B Takipçi,[],Piece,1,,0,,,,0,100,,,,1
"['Rimex Kadın Beyaz Üç Şerit Dolgu Topuk Sandalet Ayakkabı Rm0080 RM0080 ', 'Rimex Kadın Siyah Üç Şerit Dolgu Topuk Sandalet Ayakkabı Rm0080 RM0080 ', 'Rimex Kadın Krem Üç Şerit Dolgu Topuk Sandalet Ayakkabı Rm0080 RM0080 ']","['169.99', '169.99', '169.99']","[['39', '40'], ['36', '37', '38', '39', '40'], ['36', '37', '38', '39', '40']]",https://www.trendyol.com/rimex/kadin-beyaz-uc-serit-dolgu-topuk-sandalet-ayakkabi-rm0080-p-248591944,Women,Shoes,Heels,"['Beyaz', 'Siyah', 'Krem']","['image15050.webp', 'image15051.webp', 'image15052.webp']","Rimex Kadın Beyaz Üç Şerit Dolgu Topuk Sandalet Ayakkabı Rm0080<br>Kadın siyah üç şerit dolgu topuk sandalet ayakkabı topuk boyu: 10 cm ,ön platform boyu: 3 cm, dış Materyal: Suni deri . Şık duruşu ve ayağı yormayan rahat yapısıyla stilinizi ortaya koyacak bir ürün. Günlük kullanımda rahatlıkla tercih edilebilir. % 100 Türk malı.<br>Bu üründen en fazla 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.<br>Kampanya fiyatından satılmak üzere 5 adetten fazla stok sunulmuştur.<br>İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.<br>Listelenen fiyat 30 Mayıs 2022 tarihine kadar geçerlidir.<br>Bir ürün, birden fazla satıcı tarafından satılabilir. Birden fazla satıcı tarafından satışa sunulan ürünlerin satıcıları ürün için belirledikleri fiyata, satıcı puanlarına, teslimat statülerine, ürünlerdeki promosyonlara, kargonun bedava olup olmamasına ve ürünlerin hızlı teslimat ile teslim edilip edilememesine, ürünlerin stok ve kategorileri bilgilerine göre sıralanmaktadır.<br>","['image15053.webp', 'image15054.webp', 'image15055.webp']","[['image15056.webp', 'image15057.webp', 'image15058.webp', 'image15059.webp'], ['image15060.webp', 'image15061.webp', 'image15062.webp', 'image15063.webp', 'image15064.webp', 'image15065.webp'], ['image15066.webp', 'image15067.webp', 'image15068.webp', 'image15069.webp']]",Rimex,"['Anasayfa', 'Kadın', 'Ayakkabı', 'Topuklu Ayakkabı', 'Dolgu Topuklu Ayakkabı']",Rimex,https://cdn.dsmcdn.com/seller-store/uploads/458155/ae2591b4-4714-4f73-ab14-72dd18a555da.jpeg,9.3,5.0B Takipçi,[],Piece,1,,0,,,,0,100,,,,1
['İnci Incı Crassy.z 1pr Kadın Topuklu Sandalet CRASSY.Z 1PR '],['239.99'],"[['39', '40']]",https://www.trendyol.com/inci/inci-crassy-z-1pr-kadin-topuklu-sandalet-p-137990892,Women,Shoes,Heels,[],[],"İnci Incı Crassy.z 1pr Kadın Topuklu Sandalet<br>Malzeme: Suni Deri Sezon: 2021 YazMenşei: Türkiye Cinsiyet:Kadın<br>Bu üründen en fazla 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.<br>Kampanya fiyatından satılmak üzere 10 adetten fazla stok sunulmuştur.<br>İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.<br>Bir ürün, birden fazla satıcı tarafından satılabilir. Birden fazla satıcı tarafından satışa sunulan ürünlerin satıcıları ürün için belirledikleri fiyata, satıcı puanlarına, teslimat statülerine, ürünlerdeki promosyonlara, kargonun bedava olup olmamasına ve ürünlerin hızlı teslimat ile teslim edilip edilememesine, ürünlerin stok ve kategorileri bilgilerine göre sıralanmaktadır.<br>",['image15070.webp'],"[['image15071.webp', 'image15072.webp', 'image15073.webp', 'image15074.webp', 'image15075.webp', 'image15076.webp', 'image15077.webp', 'image15078.webp']]",İnci,"['Anasayfa', 'Kadın', 'Ayakkabı', 'Topuklu Ayakkabı', 'Klasik Topuklu Ayakkabı', 'İnci Klasik Topuklu Ayakkabı']",FLO,https://cdn.dsmcdn.com/seller-store/uploads/1024/a0aa26bc-1fcd-40f9-ac5e-5dc61c058876.jpeg,8,270.5B Takipçi,['https://cdn.dsmcdn.com/seller-store/resources/resmi_satici.svg'],Piece,1,,0,,,,0,100,,,,1
