unique_key,surah_number,ayat_number,arabic_root_word,normalized_arabic_word,translitaration_word,english_word_subject_category,english_word_sub_subject_category,word_sub_category_description,inference_flag,hadith_reference
270,2,236,??????????????,??????????????,alalmuhsineen,Good Doers,Divorce compensation according to means,"Duty on the doer of goods to compensate the wife during divorce. The wealthy according to his means, and the poor according to his means;",,
713,2,259,????????,????????,a'lamu,Know,Allah has Power over everything,"Look further at the bones, how We bring them together and clothe them with flesh."" When this was shown clearly to him, he said: ""I know that Allah hath power over all things.""",,
559,2,253,?????????????,?????????????,Albaiyinaatu,Clear Proofs,Difference on Messages sent by Allah,"If Allah had so willed, succeeding generations would not have fought among each other, after clear (Signs) had come to them, but they (chose) to wrangle, some believing and others rejecting. If Allah had so willed, they would not have fought each other; but Allah does what He likes",,
131,2,231,???????,???????,Aleem,Knower,Allah knows everything,"And fear Allah, and know that Allah is the knower of everything",,
767,2,261,???????,???????,'Aleem,All Knower,Attribute/Names of Allah,"Allah is All Encompassing, All Knower",,
633,2,256,???????,???????,'Aleem,All Knower,Attribute/Names of Allah,"Allah is All Hearer, All Knower",,
290,2,237,?????????,?????????,alfadla,Grace,Grace Between Husband & Wife ,And do not forget the graciousness between yourselves. For Allah sees well all that you do.,,
652,2,256,????????,????????,Alghayy,Wrong,Right Path is Distinct from the Wrong ,Verily the right has become distinct from the Wrong,,
440,2,247,?????????,?????????,al'ilmi,Knowledge,Justification for choosing Saul as king,"The Prophet said: ""(Allah) hath Chosen him (Saul) above you, and has increased him abundantly in knowledge and physique and that grants His kingdom to whom He wills.",,
619,2,255,??????????,??????????,Aliyyul ,Most High,Attribute/Names of Allah,"Allah is the Most High, the Most Great",,
699,2,259, ??????????, ??????????,al'izaami ,Bones,Proof shown to Uzayr on resurrection,"Look further at the bones, how We bring them together and clothe them with flesh."" When this was shown clearly to him, he said: ""I know that Allah hath power over all things.""",,
441,2,247,?????????,?????????,aljismi,Physique,Justification for choosing Saul as king,"The Prophet said: ""(Allah) hath Chosen him (Saul) above you, and has increased him abundantly in knowledge and physique and that grants His kingdom to whom He wills.",,
814,2,264,???????,???????,allaahu,Allah,Allah Does Not Guide the Disbeliever,Allah Does Not Guide People Who Are Disbeliever,,
769,2,261,???????,???????,Allaahu,Allah,"Allah is All Encompassing, All Knower","Allah is All Encompassing, All Knower",,
800,2,263,???????,???????,allaahu,Allah,Allah is All Rich and Most Forbearing,Allah is All Rich and Most Forbearing,,
600,2,255,???????,???????,allaahu,Allah,Oneness of Allah,"Allah. There is no god but He, the Ever Living, All Sustainer",,
768,2,261,???????,???????,Allaahu,Allah,Reward of spending in the Way of Allah,"The example of those who spend their wealth in the way of Allah is that of a grain of corn: it groweth seven ears, and each ear Has a hundred grains. ",,
554,2,253,???????,???????,allaahu,Allah,Some Messengers blessed Over Others,"Those messenger. We blessed some above others: To one of them Allah spoke; others He raised to degrees (of honour); to Jesus the son of Mary We gave clear (Signs), and supported him with the holy spirit.",,
896,2,267, ??????? ?, ??????? ?,Allaahu ,Allah,Allah is All Rich and All Praise Worthy,Know that Allah is All Rich and All Praise Worthy,,
848,2,265, ???????, ???????,Allaahu ,Allah,Spending to seek Allah's pleasure,"And the example of those who spend their wealth seeking to please Allah and to strengthen their souls, is like a garden, high and fertile: heavy rain falls on and makes it yield a double increase of harvest, and if it receives not Heavy rain but light rain, it suffices",,
869,2,266,???????,???????,Allaahu ,Allah,Allah Makes His Signs Clear for You to Ponder,Allah makes his signs clear so that you may ponder on it,,
149,2,232,??????? ???????? ?????????? ??? ???????????,??????? ???????? ?????????? ??? ???????????,Allaahu ya'lamu wa antum laa ta'lamoon,Allah Knows & You Don’t Know,Allah knows and you don’t,The admonition for not preventing wife to marry their husband is for all those who believe in Allah and the Last Day,,
635,2,256,???????,???????,Allaahu ,Allah,"Allah > Attributes > All Hearer, All Knower","Allah is All Hearer, All Knower",,
653,2,257,???????,???????,Allaahu ,Allah,Allah is Protector of the believer,Allah is the protector of those who believe and brings them out from darkness into light. Taghut (Evil) is the protector of the disbeliever and brings them out from light into darkness,,
634,2,256,???????,???????,Allaahu ,Allah,Belief in Allah  ,"Whoever Disbelieves Taghut/evil and believes in Allah has grasped the most trustworthy handhold, that never breaks",,
737,2,260,???????,???????,Allah,Allah,"Allah is All Mighty, All Wise","Know that Allah is All Mighty, All Wise",,
697,2,259, ???????, ???????,Allahu,Allah,Allah has Power over everything,"Look further at the bones, how We bring them together and clothe them with flesh."" When this was shown clearly to him, he said: ""I know that Allah hath power over all things.""",,
671,2,258,???????,???????,Allahu,Allah,Allah Does Not Guide the Wrong Doers,Allah does not guide people who are wrong doers,,
696,2,259,???????,???????,Allahu,Allah,Allah Gives Life & Death ,"Story of one (Uzayr) who passed by a town all in ruins to its roofs. He said: ""Oh! how shall Allah bring it (ever) to life, after its death?"" Then Allah caused Uzayr to die for a hundred years, then raised him up (again)  and showed him how he brings life to the dead.",,
544,2,251,?????????,?????????,allamahoo,Teach,Reward to David,By Allah's permission Saul's army routed them; and David killed Goliath; and Allah gave him power and wisdom and taught him whatever He willed,,
317,2,239,???????????,???????????,allamakum,Teach,Remembering Allah in prayer,"If ye fear (an enemy), pray on foot, or riding, but when ye are in security remember Allah in the manner He has taught you and which you did not know before",,
183,2,233,????????????,????????????,almawloodi,Father,Fathers responsibility during suckling period,Father should provide the cost of food and clothing to the divorced mother for 2 years if they decide on mother suckling the baby. No father shall be treated unfairly on account of the child,,
535,2,251,?????????,?????????,almulka,Kingdom,Reward to David,By Allah's permission Saul's army routed them; and David killed Goliath; and Allah gave him power and wisdom and taught him whatever He willed,,
193,2,233,?????????????,?????????????,alwaa lidaatu,Mother,Suckling period for mother,"The mothers shall give suckle to their children for two whole years, if the father desires to complete the term. But he shall bear the cost of their food and clothing on equitable terms.",,
707,2,259,???????????,???????????,amaatahu,Die,Uzayr died and was  raised alive after 100 years,"Story of one (Uzayr) who passed by a town all in ruins to its roofs. He said: ""Oh! how shall Allah bring it (ever) to life, after its death?"" Then Allah caused Uzayr to die for a hundred years, then raised him up (again)  and showed him how he brings life to the dead.",,
776,2,261,??????????,??????????,ambatat,Grows,Similitude of reward for spending in the Way of Allah,"The example of those who spend their wealth in the way of Allah is that of a grain of corn: it groweth seven ears, and each ear Has a hundred grains. ",,
316,2,239,??????????,??????????,amintum,Secure,Prayer in Fear ,"If ye fear (an enemy), pray on foot, or riding, but when ye are in security remember Allah in the manner He has taught you and which you did not know before",,
866,2,265,?????????????,?????????????,amwaalahu ,Wealth,Spending to seek Allah's pleasure,"And the example of those who spend their wealth seeking to please Allah and to strengthen their souls, is like a garden, high and fertile: heavy rain falls on and makes it yield a double increase of harvest, and if it receives not Heavy rain but light rain, it suffices",,
785,2,261,?????????????,?????????????,amwaalahum,Wealth,Reward of spending in the Way of Allah,"The example of those who spend their wealth in the way of Allah is that of a grain of corn: it groweth seven ears, and each ear Has a hundred grains. ",,
798,2,262,?????????????,?????????????,amwaalahum,Wealth,Reward of spending in the Way of Allah without hurting or reminding,"Those who spend their wealth in the way of Allah, and follow not with reminders of their generosity or with injury,-for them their reward is with their Lord:",,
638,2,256,??????????,??????????,an fisaama,Break,Trustworthy Handhold That Never Breaks ,"Whoever Disbelieves Taghut/evil and believes in Allah has grasped the most trustworthy handhold, that never breaks",,
830,2,264,????????,????????,an naas,Men,Spending for showoff,"Those who give charity and follow with reminders of your generosity or by injury is like those who spend their wealth to be seen of men, but believe neither in Allah nor in the Last Day. ",,
243,2,235,??????????,??????????,an nikaahi,Marriage,Marriage to a Widow,"There is no blame on you if you hint of marriage or conceal it. Allah knows that you will remember them: But do not make a secret promise with them except in in speaking in Honourable sayings, nor resolve on the knot of marriage untill the term prescribed is fulfilled.",,
143,2,231,??????????,??????????,an nisaaa'a,Women,Actions during divorce proceedings,"When you divorce women, and they fulfil the term of their ('Iddat), either take them back on equitable terms or set them free on equitable terms; but do not take them back to hur them or transgress against them",,
887,2,266,?????????,?????????,a'naabin,Vine,Similitude on control of earned resources,"Does any of you wish that he should have a garden with date-palms and vines and streams flowing underneath, and all kinds of fruit, while he is stricken with old age, and his children are not strong (enough to look after themselves)- that it should be caught in a whirlwind, with fire therein, and be burnt up?",,
594,2,254,??????????,??????????,anfiqoo,Spend,Spending in the Way of Allah before time runs out,"O ye who believe! Spend out of (the bounties) We have provided for you, before the Day comes when no bargaining (Will avail), nor friendship nor intercession. Those who reject Faith they are the wrong-doers",,
863,2,265,????????????,????????????,anfusihim,Soul,Spending to strenghten soul,"And the example of those who spend their wealth seeking to please Allah and to strengthen their souls, is like a garden, high and fertile: heavy rain falls on and makes it yield a double increase of harvest, and if it receives not Heavy rain but light rain, it suffices",,
500,2,249,?????????,?????????,anigh tarafa,Take,Testing army of Saul,"When Talut (Saul) set forth with the armies, he said: ""(Allah) will test you at the river: if any drinks of its water, he is not of me: Only those who taste not of it go with me: A mere sip out of the hand is excused."" but they all drank of it, except a few.",,
513,2,250,??????????,??????????,ansurnaa,Help,Supplication of Saul,"When Saul'a army advanced to meet Goliath and his forces, they prayed: ""Our Lord! Pour on us patience and make our steps firm: Help us against those who disbelieve",,
519,2,250,????????????,????????????,aqdaamanaa,Steps,Supplication of Saul,"When Saul'a army advanced to meet Goliath and his forces, they prayed: ""Our Lord! Pour on us patience and make our steps firm: Help us against those who disbelieve",,
564,2,253,?????????,?????????,aqtatala,Fight,Allah's will on Fighting ,"If Allah had so willed, succeeding generations would not have fought among each other, after clear (Signs) had come to them, but they (chose) to wrangle, some believing and others rejecting. If Allah had so willed, they would not have fought each other; but Allah does what He likes",,
571,2,253,?????????,?????????,ar Rusulu,Messenger,Some Messengers blessed Over Others,"Those messenger. We blessed some above others: To one of them Allah spoke; others He raised to degrees (of honour); to Jesus the son of Mary We gave clear (Signs), and supported him with the holy spirit.",,
572,2,253,?????????,?????????,ar Rusulu,Messenger,No Superiority of Messenger ,"Those messenger. We blessed some above others: To one of them Allah spoke; others He raised to degrees (of honour); to Jesus the son of Mary We gave clear (Signs), and supported him with the holy spirit.",,
747,2,260,??????????,??????????,arab'atam,Four,Story of Abraham and Bird resurrection,"Allah said: ""Take four birds; Tame them to turn to you and then put a portion of them on every hill and call to them: They will come to thee (Flying) in haste",,
217,2,234,?????????? ???????? ????????,?????????? ???????? ????????,arba'ata ashhurinw wa 'ashran,Four Months and Ten Days,Waiting Period for a Widow,"Those who die, the Waiting period for widow is 4 months and 10 days (For pregnant widow - waiting ends when she delivers). After the waiting period, the widow can remarry",,
902,2,267,?????????,?????????,ardi ,Earth,Spend of The Good Things that the Earth Produces,"O ye who believe! Spend of the good things which you have earned, and of the produce from earth and do not aim at that which is bad, in order that you may spend of it but you yourself would not receive it except with closed eyes.",,
762,2,260,???????,???????,arinee,Show ,Bringing dead alive,"Behold! Abraham said: ""My Lord! Show me how You give life to the dead."" ",,
237,2,235,???????????,???????????,arradtum,Hint,Marriage to a Widow,"There is no blame on you if you hint of marriage or conceal it. Allah knows that you will remember them: But do not make a secret promise with them except in in speaking in Honourable sayings, nor resolve on the knot of marriage untill the term prescribed is fulfilled.",,
648,2,256,?????????,?????????,Arrushdu,Right,Right Path is Distinct from the Wrong ,Verily the right has become distinct from the Wrong,,
492,2,249,?????????????,?????????????,as saabireen,Patient,Allah is With those who Are Patient,Allah is with those who are patient,,
303,2,238,?????????? ???????????,?????????? ???????????,as Salaatil Wustaa,Middle Prayer,Guard Your Prayer,"Guard strictly your (habit of) prayers, especially the Middle Prayer; (Some Ulema consider this to be Asr prayer). And stand before Allah in obedience",Hadith on Asr being middle Prayer Plus Other view,
305,2,238,????????????,????????????,as salawaati,Prayer,Guard Your Prayer,"Guard strictly your (habit of) prayers, especially the Middle Prayer; (Some Ulema consider this to be Asr prayer). And stand before Allah in obedience",,
434,2,247,??????????,??????????,as tafaahu,Chose,Justification for choosing Saul as king,"The Prophet said: ""(Allah) hath Chosen him (Saul) above you, and has increased him abundantly in knowledge and physique and that grants His kingdom to whom He wills.",,
853,2,265,??????????,??????????,asaabahaa,Falls,Similitude of a charity to please Allah,"And the example of those who spend their wealth seeking to please Allah and to strengthen their souls, is like a garden, high and fertile: heavy rain falls on and makes it yield a double increase of harvest, and if it receives not Heavy rain but light rain, it suffices",,
885,2,266,????????????,????????????,asaabahaaa ,Strikes,Similitude on control of earned resources,"Does any of you wish that he should have a garden with date-palms and vines and streams flowing underneath, and all kinds of fruit, while he is stricken with old age, and his children are not strong (enough to look after themselves)- that it should be caught in a whirlwind, with fire therein, and be burnt up?",,
876,2,266,????????? ,????????? ,asaabahul ,Falls,Similitude on control of earned resources,"Does any of you wish that he should have a garden with date-palms and vines and streams flowing underneath, and all kinds of fruit, while he is stricken with old age, and his children are not strong (enough to look after themselves)- that it should be caught in a whirlwind, with fire therein, and be burnt up?",,
413,2,246,??????????,??????????,asaitum,Perhaps,Turning back on prescribed fighting,The Prophet responded to the chiefs of the children of Israel by saying that is it possible that you will not fight if fighting is prescribed for you,,
656,2,257,????????? ????????,????????? ????????,Ashaabun Naari,Companion of Fire,Disbeliever are Companion of Fire for Eternity,"Disbelievers will be companion of fire, to dwell therein for eternity",,
614,2,255,?????????????,?????????????,Assamaawaati ,Heaven ,Heaven & Earth belongs to Allah,Everything in Heaven & Earth belongs to Him,,
453,2,248,???????????,???????????,at Taabootu,Ark,Proof of Saul's kingship,"The Prophet said that as proof of Saul's authority there shall come to you the Ark wherein is tranquility from your Lord, and the relics left by the family of Moses and Aaron, carried by angels",,
298,2,237,????????????,????????????,attaqwaa,Righteousness,Remision of divorce payment,"And if you divorce them before consummation, but after the fixation of a dower, then half of the dower (Is due to the wife), unless they remit it or (the man's half) is remitted by him in whose hands is the marriage tie; and the remission (of the man's half) is the nearest to righteousness",,
174,2,233,??????????????,??????????????,awlaada hunna,Children,Suckling period for mother,"The mothers shall give suckle to their offspring for two whole years, if the father desires to complete the term. But he shall bear the cost of their food and clothing on equitable terms.",,
890,2,266,?????????,?????????,Ayawaddu,Wish,Similitude on control of earned resources,"Does any of you wish that he should have a garden with date-palms and vines and streams flowing underneath, and all kinds of fruit, while he is stricken with old age, and his children are not strong (enough to look after themselves)- that it should be caught in a whirlwind, with fire therein, and be burnt up?",,
579,2,253,????????????,????????????,ayyadnaahu,Supported,Jesus given Clear Proof and Supported with Holy Spirit,"Those messenger. We blessed some above others: To one of them Allah spoke; others He raised to degrees (of honour); to Jesus the son of Mary We gave clear (Signs), and supported him with the holy spirit.",,
827,2,264,?????????,?????????,azaa,Injury,Wasting charity by reminder of generosity and injury,"O ye who believe! do not make your charity in vain by reminders of your generosity or by injury,- ",,
806,2,263,???,???,azaa,Injury,Kind Words and Forgiveness is Better Than Charity Followed with Injury,Kind Words and Forgiveness is Better Than Charity Followed with Ijury,,
791,2,262,?????,?????,azal,Injury,Reward of spending in the Way of Allah without hurting or reminding,"Those who spend their wealth in the way of Allah, and follow not with reminders of their generosity or with injury,-for them their reward is with their Lord:",,
618,2,255,??????????,??????????,'Azeem,Most Great,Attribute/Names of Allah,"Allah is the Most High, the Most Great",,
735,2,260,???????,???????,'Azeezun,All Mighty,Attribute/Names of Allah,"Know that Allah is All Mighty, All Wise",,
251,2,235,?????????,?????????,a'zimoo,Resolve,Marriage to a Widow,"There is no blame on you if you hint of marriage or conceal it. Allah knows that you will remember them: But do not make a secret promise with them except in in speaking in Honourable sayings, nor resolve on the knot of marriage untill the term prescribed is fulfilled.",,
168,2,232,????????,????????,azkaa,Virtuous,Virtuous to Marrying Former Husband,Not preventing women from marrying their husband is more virtuous and purer for you. Allah knows and you don’t know,,
337,2,240,??????????,??????????,azwaajanw,Widow,Maintenance of Widow,Those of you who die and leave widows should bequeath for their widows a year's maintenance and residence,,
338,2,240,??????????,??????????,azwaajanw,Wife,Obligation towards wife,Those of you who die and leave widows should bequeath for their widows a year's maintenance and residence,,
576,2,253,????? ????????,????? ????????,b na Maryama,Son of Mary,Jesus given Clear Proof and Supported with Holy Spirit,"Those messenger. We blessed some above others: To one of them Allah spoke; others He raised to degrees (of honour); to Jesus the son of Mary We gave clear (Signs), and supported him with the holy spirit.",,
722,2,259, ????????, ????????,ba'asaho,Raise,Uzayr died and was  raised alive after 100 years,"Story of one (Uzayr) who passed by a town all in ruins to its roofs. He said: ""Oh! how shall Allah bring it (ever) to life, after its death?"" Then Allah caused Uzayr to die for a hundred years, then raised him up (again)  and showed him how he brings life to the dead.",,
